ID	event	date
P2	I	2023-11-22
P2	Y	2023-12-03
P2	Z	2023-12-05
P2	Z	2023-12-29
P3	V	2023-01-22
P3	Y	2023-02-01
P3	S	2023-02-02
P3	E	2023-02-09
P3	Y	2023-03-17
P3	V	2023-03-22
P3	F	2023-03-26
P3	L	2023-04-26
P3	D	2023-05-05
P3	W	2023-05-05
P3	Q	2023-05-11
P3	W	2023-05-13
P3	Y	2023-05-19
P3	Y	2023-07-05
P3	F	2023-07-14
P3	Z	2023-07-14
P3	K	2023-08-14
P3	V	2023-09-14
P3	S	2023-10-05
P3	X	2023-11-09
P3	Y	2023-11-11
P3	K	2023-11-12
P3	F	2023-11-18
P3	F	2023-11-26
P3	G	2023-11-28
P4	T	2023-01-13
P4	T	2023-01-20
P4	D	2023-02-17
P4	W	2023-02-19
P4	A	2023-02-19
P4	U	2023-03-03
P4	K	2023-03-16
P4	S	2023-03-16
P4	L	2023-03-23
P4	U	2023-05-11
P4	V	2023-05-12
P4	P	2023-05-14
P4	Y	2023-05-30
P4	M	2023-06-11
P4	B	2023-06-16
P4	G	2023-07-15
P4	M	2023-07-29
P4	V	2023-08-25
P4	O	2023-08-26
P4	L	2023-09-05
P4	K	2023-09-13
P4	A	2023-09-28
P4	Q	2023-10-11
P4	I	2023-10-14
P4	P	2023-10-19
P4	D	2023-10-23
P4	C	2023-10-31
P4	G	2023-11-15
P4	T	2023-12-09
P4	K	2023-12-15
P4	J	2023-12-21
P4	A	2023-12-22
P4	D	2023-12-31
P5	H	2023-01-13
P5	Z	2023-01-14
P5	W	2023-03-09
P5	H	2023-04-10
P5	R	2023-04-27
P5	H	2023-05-02
P5	O	2023-05-03
P5	I	2023-05-25
P5	M	2023-06-13
P5	R	2023-06-13
P5	M	2023-06-20
P5	C	2023-07-17
P5	Q	2023-07-17
P5	R	2023-07-28
P5	M	2023-10-11
P5	M	2023-10-29
P5	C	2023-10-31
P5	X	2023-11-28
P5	R	2023-12-02
P5	T	2023-12-22
P6	K	2023-01-04
P6	T	2023-02-19
P6	N	2023-03-02
P6	L	2023-03-07
P6	K	2023-03-10
P6	D	2023-04-07
P6	G	2023-04-17
P6	Q	2023-05-08
P6	E	2023-05-16
P6	L	2023-05-17
P6	M	2023-05-24
P6	V	2023-05-25
P6	J	2023-06-02
P6	N	2023-06-22
P6	C	2023-07-03
P6	P	2023-07-11
P6	Z	2023-07-11
P6	P	2023-07-15
P6	V	2023-07-19
P6	C	2023-08-14
P6	C	2023-08-22
P6	C	2023-09-16
P6	I	2023-10-05
P6	I	2023-10-07
P6	U	2023-10-14
P6	I	2023-10-21
P6	P	2023-10-21
P6	P	2023-10-29
P6	Q	2023-10-30
P6	B	2023-11-06
P6	K	2023-11-09
P6	V	2023-11-11
P6	S	2023-12-06
P6	G	2023-12-11
P7	O	2023-01-06
P7	C	2023-01-07
P7	A	2023-01-08
P7	A	2023-01-12
P7	N	2023-01-15
P7	X	2023-01-26
P7	Q	2023-02-01
P7	S	2023-02-09
P7	S	2023-03-28
P7	D	2023-04-04
P7	K	2023-04-18
P7	C	2023-04-18
P7	A	2023-05-01
P7	H	2023-05-10
P7	L	2023-05-14
P7	Q	2023-05-19
P7	Z	2023-05-22
P7	C	2023-06-02
P7	R	2023-06-03
P7	J	2023-06-11
P7	M	2023-06-17
P7	O	2023-07-08
P7	X	2023-07-13
P7	I	2023-07-14
P7	G	2023-07-15
P7	M	2023-07-17
P7	H	2023-08-19
P7	W	2023-08-23
P7	A	2023-08-25
P7	V	2023-09-12
P7	U	2023-09-20
P7	E	2023-10-06
P7	Q	2023-10-28
P7	J	2023-10-28
P7	G	2023-11-01
P7	Y	2023-11-06
P7	U	2023-11-12
P7	D	2023-11-22
P7	T	2023-11-23
P7	V	2023-12-01
P7	D	2023-12-19
P7	W	2023-12-20
P8	M	2023-02-17
P8	G	2023-03-02
P8	Z	2023-03-02
P8	T	2023-03-02
P8	D	2023-03-04
P8	K	2023-03-09
P8	Z	2023-03-10
P8	I	2023-03-20
P8	H	2023-03-24
P8	N	2023-06-07
P8	O	2023-06-12
P8	S	2023-06-16
P8	X	2023-07-02
P8	X	2023-07-04
P8	X	2023-07-04
P8	F	2023-07-06
P8	X	2023-07-08
P8	T	2023-07-09
P8	G	2023-07-09
P8	W	2023-07-10
P8	B	2023-07-16
P8	N	2023-07-23
P8	O	2023-08-06
P8	F	2023-09-09
P8	G	2023-09-17
P8	D	2023-10-05
P8	D	2023-10-10
P8	K	2023-10-29
P8	F	2023-12-18
P9	L	2023-01-15
P9	I	2023-01-27
P9	F	2023-02-14
P9	F	2023-03-03
P9	Y	2023-03-06
P9	P	2023-03-25
P9	C	2023-04-02
P9	A	2023-04-16
P9	P	2023-04-17
P9	L	2023-04-19
P9	M	2023-04-25
P9	L	2023-04-28
P9	B	2023-05-12
P9	Z	2023-05-20
P9	Y	2023-06-03
P9	W	2023-06-08
P9	W	2023-06-29
P9	T	2023-07-02
P9	G	2023-07-06
P9	T	2023-07-07
P9	L	2023-08-28
P9	V	2023-08-30
P9	F	2023-10-01
P9	R	2023-10-05
P9	K	2023-10-17
P9	U	2023-10-17
P9	J	2023-10-18
P9	H	2023-12-02
P9	O	2023-12-12
P10	I	2023-01-02
P10	I	2023-01-06
P10	W	2023-01-09
P10	N	2023-01-10
P10	I	2023-01-11
P10	D	2023-01-11
P10	P	2023-01-26
P10	X	2023-01-29
P10	Q	2023-03-23
P10	M	2023-04-04
P10	O	2023-04-10
P10	A	2023-04-11
P10	F	2023-04-17
P10	W	2023-05-04
P10	B	2023-05-04
P10	Q	2023-05-19
P10	L	2023-05-28
P10	H	2023-06-05
P10	V	2023-06-10
P10	U	2023-06-12
P10	O	2023-07-02
P10	Y	2023-07-02
P10	J	2023-07-13
P10	P	2023-07-15
P10	V	2023-07-20
P10	L	2023-07-22
P10	M	2023-07-22
P10	X	2023-07-25
P10	B	2023-08-04
P10	T	2023-08-30
P10	S	2023-08-31
P10	W	2023-09-01
P10	U	2023-09-04
P10	S	2023-10-21
P10	D	2023-11-10
P10	J	2023-11-14
P10	C	2023-11-14
P10	R	2023-11-27
P10	C	2023-12-11
P10	Q	2023-12-11
P10	P	2023-12-13
P10	Q	2023-12-23
P11	R	2023-01-05
P11	A	2023-01-06
P11	X	2023-01-27
P11	A	2023-02-03
P11	X	2023-02-08
P11	X	2023-02-26
P11	Q	2023-03-18
P11	U	2023-03-25
P11	E	2023-03-25
P11	P	2023-04-06
P11	D	2023-04-25
P11	Z	2023-05-01
P11	I	2023-05-05
P11	W	2023-05-10
P11	U	2023-05-14
P11	K	2023-05-31
P11	I	2023-06-06
P11	G	2023-06-11
P11	G	2023-06-15
P11	Y	2023-06-18
P11	U	2023-06-20
P11	W	2023-06-22
P11	O	2023-06-23
P11	Z	2023-06-27
P11	I	2023-06-27
P11	L	2023-07-04
P11	M	2023-08-02
P11	D	2023-08-07
P11	Y	2023-08-13
P11	Z	2023-08-17
P11	N	2023-08-20
P11	X	2023-08-21
P11	V	2023-08-21
P11	J	2023-09-16
P11	Z	2023-09-23
P11	Q	2023-09-23
P11	P	2023-09-28
P11	Z	2023-10-05
P11	X	2023-10-07
P11	O	2023-10-17
P11	R	2023-10-24
P11	C	2023-11-20
P11	C	2023-11-26
P11	V	2023-11-27
P11	D	2023-12-02
P11	H	2023-12-11
P11	E	2023-12-11
P11	Y	2023-12-29
P11	M	2023-12-31
P12	Q	2023-01-04
P12	J	2023-01-13
P12	S	2023-02-12
P12	W	2023-02-18
P12	E	2023-02-25
P12	N	2023-03-11
P12	Y	2023-03-13
P12	R	2023-03-28
P12	G	2023-04-01
P12	I	2023-04-04
P12	M	2023-04-16
P12	H	2023-04-19
P12	V	2023-04-28
P12	F	2023-05-31
P12	G	2023-06-03
P12	U	2023-06-23
P12	B	2023-07-01
P12	T	2023-07-03
P12	X	2023-07-18
P12	H	2023-07-21
P12	V	2023-08-01
P12	N	2023-08-02
P12	A	2023-08-25
P12	Y	2023-08-27
P12	T	2023-09-01
P12	Z	2023-09-21
P12	P	2023-10-05
P12	T	2023-10-26
P12	O	2023-11-03
P12	F	2023-11-14
P12	E	2023-11-18
P12	R	2023-11-18
P12	S	2023-12-13
P12	Y	2023-12-22
P13	B	2023-01-01
P13	L	2023-01-28
P13	Q	2023-01-28
P13	S	2023-02-24
P13	F	2023-03-04
P13	R	2023-03-25
P13	Q	2023-04-03
P13	V	2023-04-05
P13	Y	2023-05-10
P13	N	2023-05-11
P13	A	2023-05-16
P13	P	2023-05-22
P13	O	2023-05-23
P13	H	2023-05-24
P13	K	2023-06-25
P13	D	2023-07-10
P13	Z	2023-07-25
P13	X	2023-08-03
P13	F	2023-08-04
P13	U	2023-08-09
P13	B	2023-08-28
P13	J	2023-09-24
P13	U	2023-09-27
P13	H	2023-09-27
P13	M	2023-10-03
P13	Y	2023-10-06
P13	H	2023-10-12
P13	H	2023-11-02
P13	K	2023-11-06
P13	D	2023-11-13
P13	V	2023-11-15
P13	J	2023-11-27
P13	A	2023-12-09
P13	M	2023-12-10
P13	D	2023-12-19
P13	P	2023-12-31
P14	L	2023-01-09
P14	J	2023-01-10
P14	L	2023-01-26
P14	F	2023-01-27
P14	H	2023-02-15
P14	N	2023-02-16
P14	C	2023-03-18
P14	Z	2023-04-04
P14	P	2023-04-12
P14	Y	2023-04-25
P14	F	2023-04-28
P14	F	2023-05-18
P14	F	2023-06-06
P14	M	2023-06-14
P14	V	2023-06-17
P14	S	2023-06-21
P14	K	2023-08-11
P14	C	2023-09-08
P14	P	2023-10-19
P14	N	2023-10-25
P14	L	2023-11-14
P15	B	2023-01-03
P15	I	2023-01-20
P15	U	2023-02-09
P15	J	2023-02-18
P15	L	2023-03-11
P15	X	2023-03-26
P15	E	2023-04-14
P15	D	2023-07-14
P15	W	2023-07-21
P15	A	2023-08-06
P15	R	2023-08-24
P15	H	2023-08-26
P15	J	2023-08-30
P15	B	2023-09-18
P15	Q	2023-09-28
P15	K	2023-10-02
P15	B	2023-10-16
P15	M	2023-11-17
P15	L	2023-12-09
P15	V	2023-12-21
P16	W	2023-01-08
P16	T	2023-01-11
P16	N	2023-01-15
P16	A	2023-01-29
P16	N	2023-02-10
P16	H	2023-02-14
P16	Q	2023-02-15
P16	X	2023-02-21
P16	A	2023-03-09
P16	J	2023-03-25
P16	M	2023-03-26
P16	Q	2023-03-30
P16	L	2023-04-06
P16	T	2023-04-10
P16	G	2023-04-11
P16	E	2023-04-16
P16	J	2023-05-02
P16	D	2023-05-09
P16	P	2023-05-11
P16	I	2023-06-19
P16	R	2023-06-27
P16	W	2023-07-19
P16	B	2023-07-23
P16	Z	2023-08-04
P16	H	2023-08-05
P16	W	2023-08-09
P16	H	2023-08-15
P16	K	2023-08-18
P16	Z	2023-08-20
P16	Y	2023-08-21
P16	R	2023-09-09
P16	G	2023-09-12
P16	Y	2023-09-21
P16	A	2023-09-25
P16	G	2023-09-29
P16	A	2023-10-19
P16	L	2023-10-23
P16	T	2023-10-28
P16	O	2023-10-30
P16	V	2023-11-01
P16	L	2023-11-20
P16	T	2023-11-28
P16	N	2023-12-07
P16	D	2023-12-21
P17	A	2023-01-13
P17	A	2023-01-16
P17	H	2023-01-26
P17	B	2023-02-10
P17	D	2023-02-28
P17	J	2023-03-03
P17	F	2023-03-04
P17	F	2023-03-07
P17	A	2023-03-11
P17	U	2023-03-29
P17	R	2023-04-05
P17	Y	2023-05-02
P17	Q	2023-05-04
P17	T	2023-05-10
P17	N	2023-05-16
P17	X	2023-05-20
P17	I	2023-06-01
P17	V	2023-06-24
P17	Q	2023-06-30
P17	A	2023-07-15
P17	Z	2023-07-20
P17	H	2023-07-21
P17	G	2023-07-24
P17	O	2023-07-24
P17	M	2023-07-25
P17	A	2023-08-08
P17	H	2023-08-25
P17	P	2023-08-26
P17	O	2023-08-28
P17	J	2023-09-19
P17	F	2023-09-24
P17	B	2023-09-27
P17	Z	2023-10-07
P17	U	2023-11-13
P17	P	2023-11-28
P17	S	2023-12-07
P17	F	2023-12-12
P17	X	2023-12-23
P17	A	2023-12-24
P17	M	2023-12-30
P18	T	2023-01-06
P18	R	2023-01-31
P18	L	2023-02-02
P18	I	2023-02-06
P18	B	2023-02-08
P18	Q	2023-02-09
P18	U	2023-02-09
P18	L	2023-02-10
P18	C	2023-02-23
P18	N	2023-03-06
P18	I	2023-03-22
P18	D	2023-03-28
P18	I	2023-03-30
P18	T	2023-04-05
P18	R	2023-04-05
P18	C	2023-04-25
P18	I	2023-05-04
P18	C	2023-05-19
P18	Y	2023-05-31
P18	A	2023-06-07
P18	A	2023-07-06
P18	S	2023-07-08
P18	Q	2023-07-13
P18	Q	2023-07-18
P18	S	2023-07-19
P18	M	2023-08-04
P18	B	2023-08-09
P18	S	2023-08-22
P18	X	2023-08-23
P18	R	2023-08-29
P18	E	2023-09-15
P18	V	2023-09-17
P18	A	2023-09-27
P18	O	2023-09-27
P18	E	2023-10-02
P18	X	2023-10-15
P18	E	2023-10-22
P18	V	2023-10-25
P18	N	2023-10-30
P18	P	2023-11-08
P18	Y	2023-11-25
P18	Q	2023-11-30
P18	Z	2023-12-27
P19	E	2023-01-25
P19	W	2023-03-04
P19	V	2023-03-05
P19	L	2023-03-16
P19	Z	2023-03-20
P19	Y	2023-03-30
P19	H	2023-04-15
P19	U	2023-05-08
P19	R	2023-05-09
P19	L	2023-05-17
P19	B	2023-06-02
P19	N	2023-06-07
P19	W	2023-06-11
P19	Q	2023-07-28
P19	L	2023-07-29
P19	Z	2023-08-13
P19	K	2023-08-19
P19	K	2023-09-14
P19	X	2023-09-19
P19	E	2023-10-01
P19	C	2023-11-08
P19	E	2023-11-22
P19	H	2023-11-23
P19	Y	2023-12-03
P19	D	2023-12-08
P19	B	2023-12-09
P19	I	2023-12-17
P20	S	2023-01-09
P20	P	2023-01-17
P20	V	2023-01-21
P20	Q	2023-01-22
P20	V	2023-01-24
P20	A	2023-01-29
P20	C	2023-02-03
P20	R	2023-02-17
P20	C	2023-03-15
P20	P	2023-03-20
P20	Q	2023-03-30
P20	J	2023-04-16
P20	G	2023-04-24
P20	V	2023-04-29
P20	E	2023-05-20
P20	E	2023-06-05
P20	Q	2023-06-22
P20	F	2023-07-03
P20	C	2023-07-17
P20	E	2023-07-22
P20	B	2023-07-28
P20	Q	2023-08-03
P20	K	2023-08-06
P20	X	2023-08-30
P20	U	2023-09-01
P20	P	2023-09-05
P20	R	2023-09-20
P20	A	2023-10-01
P20	S	2023-10-13
P20	N	2023-11-17
P20	X	2023-11-23
P20	G	2023-12-04
P20	M	2023-12-13
P20	X	2023-12-14
P20	P	2023-12-25
P21	R	2023-01-05
P21	B	2023-01-17
P21	U	2023-02-01
P21	O	2023-03-02
P21	M	2023-03-04
P21	E	2023-03-07
P21	E	2023-03-13
P21	V	2023-03-23
P21	C	2023-03-29
P21	J	2023-03-29
P21	T	2023-04-11
P21	E	2023-04-15
P21	E	2023-04-18
P21	B	2023-04-19
P21	K	2023-04-29
P21	Y	2023-05-17
P21	T	2023-05-23
P21	S	2023-05-30
P21	H	2023-06-02
P21	Y	2023-06-02
P21	G	2023-06-25
P21	Y	2023-07-02
P21	U	2023-07-05
P21	T	2023-07-17
P21	K	2023-07-21
P21	E	2023-08-07
P21	T	2023-08-16
P21	C	2023-08-16
P21	E	2023-08-23
P21	D	2023-08-28
P21	R	2023-09-25
P21	B	2023-09-26
P21	S	2023-09-27
P21	L	2023-09-29
P21	Z	2023-11-25
P21	F	2023-12-03
P21	M	2023-12-04
P21	K	2023-12-08
P21	I	2023-12-08
P21	C	2023-12-08
P21	M	2023-12-10
P21	C	2023-12-10
P21	E	2023-12-22
P21	E	2023-12-23
P21	P	2023-12-24
P22	C	2023-01-23
P22	W	2023-02-06
P22	X	2023-02-12
P22	E	2023-02-19
P22	G	2023-02-28
P22	K	2023-03-18
P22	A	2023-03-19
P22	A	2023-03-31
P22	H	2023-04-09
P22	Q	2023-04-22
P22	I	2023-05-03
P22	F	2023-05-03
P22	C	2023-05-11
P22	V	2023-05-21
P22	E	2023-05-24
P22	P	2023-05-31
P22	V	2023-06-22
P22	B	2023-06-26
P22	P	2023-06-26
P22	R	2023-06-27
P22	I	2023-06-29
P22	W	2023-07-03
P22	C	2023-07-08
P22	E	2023-07-14
P22	Y	2023-07-27
P22	Q	2023-07-27
P22	I	2023-08-19
P22	B	2023-08-24
P22	B	2023-09-02
P22	G	2023-09-17
P22	G	2023-09-17
P22	Y	2023-10-04
P22	O	2023-10-05
P22	H	2023-10-05
P22	H	2023-10-10
P22	N	2023-11-03
P22	M	2023-11-11
P22	E	2023-11-15
P22	Q	2023-12-10
P22	H	2023-12-11
P22	E	2023-12-13
P22	T	2023-12-26
P23	E	2023-01-07
P23	P	2023-01-07
P23	U	2023-01-07
P23	B	2023-01-21
P23	H	2023-02-03
P23	B	2023-02-03
P23	V	2023-02-08
P23	J	2023-02-12
P23	Y	2023-02-15
P23	F	2023-03-04
P23	H	2023-03-13
P23	K	2023-03-26
P23	O	2023-04-18
P23	S	2023-05-09
P23	X	2023-06-16
P23	R	2023-06-24
P23	N	2023-06-28
P23	R	2023-07-13
P23	W	2023-07-16
P23	E	2023-07-19
P23	A	2023-07-30
P23	S	2023-08-05
P23	R	2023-08-10
P23	E	2023-08-20
P23	H	2023-08-20
P23	B	2023-08-23
P23	Y	2023-08-29
P23	G	2023-08-31
P23	W	2023-09-03
P23	M	2023-09-14
P23	S	2023-09-22
P23	P	2023-09-27
P23	G	2023-09-30
P23	Q	2023-10-05
P23	Q	2023-10-27
P23	Y	2023-11-02
P23	W	2023-12-16
P23	M	2023-12-31
P24	X	2023-01-04
P24	N	2023-01-10
P24	Y	2023-01-16
P24	T	2023-01-24
P24	B	2023-02-04
P24	I	2023-02-13
P24	P	2023-02-24
P24	P	2023-03-03
P24	Y	2023-03-30
P24	X	2023-04-05
P24	B	2023-04-28
P24	E	2023-05-07
P24	R	2023-07-05
P24	H	2023-08-15
P24	B	2023-08-17
P24	P	2023-08-22
P24	D	2023-08-28
P24	C	2023-08-30
P24	C	2023-09-09
P24	V	2023-09-12
P24	V	2023-09-16
P24	I	2023-09-23
P24	K	2023-10-24
P24	T	2023-11-23
P24	B	2023-12-12
P25	W	2023-01-04
P25	W	2023-01-29
P25	F	2023-02-13
P25	Y	2023-02-16
P25	R	2023-03-09
P25	M	2023-03-21
P25	L	2023-05-10
P25	Y	2023-05-22
P25	S	2023-06-01
P25	J	2023-06-03
P25	L	2023-06-06
P25	D	2023-06-26
P25	S	2023-07-01
P25	W	2023-07-29
P25	Q	2023-08-10
P25	L	2023-09-07
P25	J	2023-10-03
P25	M	2023-10-12
P25	A	2023-10-28
P25	D	2023-11-15
P25	I	2023-11-15
P25	A	2023-11-20
P26	J	2023-01-01
P26	C	2023-01-08
P26	O	2023-01-16
P26	C	2023-01-16
P26	Q	2023-01-20
P26	G	2023-02-09
P26	L	2023-02-20
P26	J	2023-02-25
P26	Q	2023-02-27
P26	V	2023-02-28
P26	Q	2023-03-06
P26	Z	2023-03-21
P26	N	2023-04-13
P26	J	2023-04-14
P26	R	2023-04-15
P26	S	2023-04-19
P26	P	2023-04-28
P26	W	2023-05-31
P26	O	2023-05-31
P26	X	2023-06-03
P26	L	2023-06-06
P26	B	2023-06-09
P26	M	2023-06-24
P26	U	2023-07-01
P26	C	2023-07-05
P26	M	2023-07-08
P26	T	2023-07-11
P26	O	2023-07-25
P26	Y	2023-07-27
P26	E	2023-08-07
P26	U	2023-08-13
P26	Z	2023-08-22
P26	T	2023-08-27
P26	P	2023-09-04
P26	M	2023-09-05
P26	E	2023-09-23
P26	Z	2023-09-29
P26	U	2023-10-02
P26	T	2023-10-12
P26	F	2023-10-12
P26	J	2023-10-19
P26	T	2023-10-27
P26	I	2023-11-19
P26	F	2023-12-30
P27	D	2023-01-01
P27	E	2023-01-05
P27	N	2023-01-12
P27	B	2023-01-12
P27	Q	2023-01-23
P27	B	2023-02-10
P27	C	2023-02-20
P27	C	2023-02-23
P27	K	2023-03-03
P27	D	2023-03-18
P27	W	2023-03-21
P27	S	2023-03-27
P27	N	2023-03-28
P27	Y	2023-04-06
P27	J	2023-05-16
P27	X	2023-05-18
P27	G	2023-05-28
P27	W	2023-05-30
P27	N	2023-06-09
P27	C	2023-06-30
P27	A	2023-07-04
P27	B	2023-07-12
P27	X	2023-07-20
P27	B	2023-07-22
P27	S	2023-07-31
P27	L	2023-08-12
P27	X	2023-08-21
P27	D	2023-08-24
P27	X	2023-09-02
P27	D	2023-09-07
P27	N	2023-09-16
P27	S	2023-09-22
P27	W	2023-11-01
P27	Z	2023-11-20
P28	B	2023-01-11
P28	P	2023-01-14
P28	Q	2023-01-27
P28	Y	2023-01-30
P28	U	2023-02-05
P28	I	2023-02-06
P28	S	2023-02-11
P28	N	2023-02-23
P28	K	2023-03-15
P28	L	2023-03-26
P28	E	2023-04-17
P28	D	2023-05-11
P28	C	2023-05-19
P28	W	2023-05-26
P28	F	2023-05-30
P28	Y	2023-06-07
P28	B	2023-06-10
P28	K	2023-06-15
P28	I	2023-07-05
P28	V	2023-07-09
P28	H	2023-08-08
P28	K	2023-08-15
P28	A	2023-08-20
P28	M	2023-08-22
P28	L	2023-08-27
P28	R	2023-09-06
P28	W	2023-09-11
P28	Z	2023-09-19
P28	Z	2023-09-24
P28	G	2023-10-18
P28	I	2023-10-23
P28	L	2023-10-27
P28	B	2023-11-01
P28	G	2023-11-06
P28	Z	2023-11-06
P28	V	2023-11-12
P28	Z	2023-11-13
P28	G	2023-11-18
P28	Y	2023-12-18
P29	Q	2023-02-04
P29	N	2023-03-15
P29	X	2023-03-18
P29	N	2023-03-21
P29	E	2023-03-24
P29	T	2023-03-31
P29	W	2023-04-04
P29	X	2023-05-23
P29	M	2023-06-10
P29	O	2023-06-11
P29	S	2023-06-12
P29	T	2023-07-27
P29	A	2023-08-09
P29	R	2023-08-25
P29	N	2023-09-14
P29	K	2023-09-16
P29	A	2023-10-01
P29	N	2023-10-02
P29	B	2023-10-17
P29	Q	2023-10-26
P29	Q	2023-10-27
P29	W	2023-11-14
P29	S	2023-12-19
P30	Z	2023-01-02
P30	I	2023-01-03
P30	K	2023-01-04
P30	U	2023-01-11
P30	O	2023-01-16
P30	S	2023-01-28
P30	O	2023-02-09
P30	Q	2023-02-13
P30	I	2023-02-21
P30	Y	2023-02-21
P30	H	2023-03-10
P30	R	2023-03-10
P30	A	2023-04-01
P30	F	2023-05-12
P30	Y	2023-05-20
P30	R	2023-06-07
P30	B	2023-07-05
P30	Y	2023-07-09
P30	V	2023-07-12
P30	L	2023-07-23
P30	N	2023-07-27
P30	J	2023-07-31
P30	A	2023-08-18
P30	T	2023-08-23
P30	Z	2023-09-06
P30	M	2023-09-08
P30	H	2023-09-21
P30	P	2023-10-02
P30	R	2023-10-03
P30	J	2023-10-21
P30	L	2023-10-26
P30	W	2023-11-08
P30	H	2023-11-10
P30	M	2023-11-19
P30	R	2023-11-23
P30	M	2023-12-03
P30	I	2023-12-29
P31	N	2023-01-07
P31	K	2023-01-10
P31	N	2023-01-11
P31	R	2023-01-18
P31	B	2023-01-24
P31	M	2023-02-03
P31	D	2023-02-11
P31	V	2023-02-12
P31	F	2023-04-08
P31	W	2023-04-16
P31	Z	2023-04-20
P31	F	2023-04-26
P31	G	2023-05-02
P31	D	2023-05-10
P31	W	2023-05-14
P31	Y	2023-06-01
P31	M	2023-06-04
P31	B	2023-06-09
P31	F	2023-07-01
P31	W	2023-07-03
P31	B	2023-07-13
P31	Q	2023-07-14
P31	G	2023-08-04
P31	Q	2023-08-05
P31	G	2023-09-04
P31	I	2023-09-05
P31	O	2023-09-21
P31	Q	2023-09-24
P31	O	2023-09-26
P31	C	2023-10-12
P31	O	2023-10-30
P31	A	2023-12-22
P32	G	2023-01-02
P32	O	2023-01-12
P32	E	2023-02-01
P32	O	2023-03-01
P32	W	2023-03-01
P32	A	2023-03-17
P32	P	2023-04-08
P32	N	2023-04-19
P32	P	2023-04-27
P32	N	2023-05-06
P32	Z	2023-05-13
P32	P	2023-05-20
P32	C	2023-06-10
P32	Y	2023-06-15
P32	V	2023-06-25
P32	K	2023-07-03
P32	M	2023-07-09
P32	R	2023-07-19
P32	U	2023-07-20
P32	P	2023-08-08
P32	C	2023-08-22
P32	K	2023-08-25
P32	C	2023-08-28
P32	S	2023-10-08
P32	D	2023-10-11
P32	J	2023-10-14
P32	Q	2023-11-23
P32	Q	2023-11-23
P32	P	2023-12-17
P33	D	2023-01-04
P33	Y	2023-01-10
P33	U	2023-01-11
P33	P	2023-01-14
P33	R	2023-02-02
P33	M	2023-02-09
P33	S	2023-02-15
P33	R	2023-03-04
P33	H	2023-03-06
P33	W	2023-03-24
P33	T	2023-04-03
P33	W	2023-04-20
P33	V	2023-04-22
P33	Y	2023-05-04
P33	U	2023-05-05
P33	D	2023-05-10
P33	N	2023-05-12
P33	I	2023-05-13
P33	F	2023-05-17
P33	N	2023-05-25
P33	F	2023-05-31
P33	D	2023-06-23
P33	P	2023-07-08
P33	E	2023-07-09
P33	Y	2023-07-17
P33	K	2023-07-17
P33	Q	2023-08-20
P33	O	2023-08-29
P33	V	2023-09-17
P33	P	2023-09-17
P33	J	2023-09-25
P33	G	2023-09-28
P33	N	2023-10-04
P33	X	2023-10-11
P33	U	2023-10-15
P33	C	2023-10-17
P33	C	2023-10-20
P33	L	2023-11-07
P33	Q	2023-12-03
